CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.538425;16.5331;2.38873;25.101;14.6731;2.30487;332.476;362.624;20.0737
01:00;0.543728;17.7781;2.42789;24.5014;14.2194;2.37692;318.781;361.623;21.4176
02:00;;41.1531;4.60687;47.9524;24.7105;4.25552;619.804;393.238;47.6867
03:00;;26.6252;4.77682;34.6938;20.786;2.73509;503.019;420.99;30.8206
04:00;;26.0046;3.42465;36.46;21.5062;3.55637;483.496;445.814;31.4513
05:00;2.12402;28.3921;3.89163;37.3258;21.684;4.65928;464.114;462.35;35.5451
06:00;1.72538;47.5439;4.21452;93.6584;29.7233;31.3939;559.046;489.448;95.6888
07:00;0.610842;18.9759;2.89487;84.648;18.2949;3.09083;327.693;486.993;23.7122
08:00;0.5633;41.5169;2.55202;19.0781;11.7953;8.09061;383.27;484.787;53.9354
09:00;0.68187;42.2991;2.56458;17.6877;10.9169;10.9632;430.054;471.312;59.116
10:00;0.668738;35.72;2.54168;16.5313;8.66251;9.71794;385.535;442.028;50.6265
11:00;0.516327;54.5444;1.94392;27.0102;9.80417;16.9294;457.432;436.33;80.5145
12:00;1.43067;41.4924;2.48109;33.6832;9.91099;15.3281;412.353;427.437;65.0112
13:00;;22.7121;2.92664;27.1908;11.5669;6.65621;349.216;413.075;32.9206
14:00;0.704347;19.9919;2.77664;28.8684;11.5684;4.36415;353.925;387.435;26.6938
15:00;0.337905;22.6223;3.03304;31.103;11.1635;5.49511;331.072;387.857;31.0533
16:00;0.541708;25.1172;3.55987;30.5924;10.7564;7.80483;332.269;381.482;37.1691
17:00;0.328434;19.9409;3.23697;24.5784;11.1851;4.59173;326.784;368.573;26.9919
18:00;0.362022;22.5203;3.23771;17.4362;9.69392;4.71678;317.447;360.062;29.7466
19:00;0.571382;26.291;2.35031;17.9379;10.8595;5.47883;341.851;345.615;34.6981
20:00;0.566458;37.5065;2.25056;17.6345;11.256;7.8703;389.542;342.763;49.586
21:00;;34.6237;2.43897;17.2836;11.1254;5.46428;374.778;345.959;43.0085
22:00;;41.6301;1.26118;18.5906;11.6579;8.03414;425.919;354.958;53.9652
23:00;1.09996;30.3843;1.85229;24.0876;13.6611;5.90281;392.192;362.598;39.4402
