CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;26;47;2;265;218;211;3410;371
01:00;25.7;52;5;254;206;102;3190;208
02:00;22.4;45;6;229;185;84;2840;173
03:00;19.7;43;1;195;163;60;2500;135
04:00;16.9;43;2;228;188;83;2960;171
05:00;20.9;49;5;230;188;92;3150;190
06:00;21.1;34;1;186;154;95;2690;180
07:00;16.6;47;3;172;143;188;2920;335
08:00;14.9;54;3;191;158;222;3090;395
09:00;17.8;72;7;197;162;356;3400;617
10:00;;83;12;202;162;297;;538
11:00;;134;18;264;210;309;4750;608
12:00;27.7;137;15;245;176;198;3310;440
13:00;21.3;107;13;214;148;129;2340;305
14:00;13.8;118;11;231;159;180;2820;394
15:00;16.1;131;12;224;161;363;3930;686
16:00;19.7;130;10;254;183;488;5260;877
17:00;25.8;105;6;237;176;419;4410;746
18:00;24.8;89;6;241;179;355;3880;631
19:00;22.2;87;7;252;192;430;4620;744
20:00;26.2;75;5;270;213;379;4310;654
21:00;27.9;62;5;259;203;299;3970;520
22:00;26;63;5;245;199;350;4380;599
23:00;27;51;3;259;213;276;3790;473
