CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.67185;44.3704;6.3806;75.9577;39.16;3.5633;834.224;484.777;49.9
01:00;6.82025;38.7537;6.78921;56.1935;34.6075;6.06077;1334.96;605.274;48.1
02:00;2.79559;23.3059;4.53633;51.735;37.4995;15.9836;611.667;756.571;47.6
03:00;1.51457;20.1476;4.32058;56.491;41.3329;11.3716;517.389;775.912;37.4
04:00;0.931876;15.3369;3.89424;51.999;37.9698;8.67427;466.233;784.566;28.5
05:00;0.908398;12.5668;3.83291;48.2987;35.3376;6.05349;424.312;778.228;21.9
06:00;0.973938;14.1796;4.76761;48.0811;35.0263;18.4961;450.726;722.221;42.3
07:00;1.73356;14.2619;4.0797;50.0078;36.2746;20.4681;452.929;583.287;45.5
08:00;2.01093;32.8866;4.19497;63.0772;41.195;34.2845;608.004;528.454;85
09:00;1.94316;27.9447;4.01468;57.6985;35.991;8.40651;565.468;512.091;40.7
10:00;4.06406;42.7508;2.66325;76.214;42.1854;9.26001;1306.14;598.9;56.9
11:00;2.61948;22.0319;2.92408;46.9528;31.2481;5.00324;677.467;618.91;29.6
12:00;1.95875;11.1602;5.14518;41.445;27.3523;3.1698;432.995;614.755;16.1
13:00;0.96257;6.37348;5.57226;39.7224;25.2344;1.72917;380.321;609.256;9
14:00;0.837879;6.31184;6.53577;30.1873;18.9134;1.23176;378.871;600.274;8.1
15:00;0.511853;5.82455;8.16354;25.523;16.4346;0.789074;359.778;588.63;7
16:00;1.49037;5.91808;8.78642;22.4372;14.5201;0.783532;372.606;559.206;7.1
17:00;1.76323;7.31457;7.61011;17.1418;12.2887;0.756513;370.981;534.895;8.5
18:00;1.0827;7.50852;6.79955;19.967;12.3818;0.747854;376.625;418.705;8.6
19:00;1.25758;8.05798;5.96682;21.9974;14.2914;0.610337;345.387;377.196;9
20:00;1.00138;8.2344;5.17326;23.5621;16.4006;0.68585;337.009;365.197;9.3
21:00;1.3;21.7668;5.00405;75.2922;49.4411;1.0984;552.032;386.661;23.5
22:00;3.2718;28.4798;7.53844;44.3548;29.2304;1.77559;651.465;420.735;31.2
23:00;2.9812;20.1784;6.99905;40.4389;25.5217;2.19749;410.491;427.074;23.5
