CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9.8;56;20;106;3;930;60
01:00;12.2;56;11;99;18;750;83
02:00;5.5;41;3;58;31;960;88
03:00;5;35;3;76;32;890;84
04:00;4.5;32;3;112;32;880;80
05:00;4;;;72;;;
06:00;4;42;6;39;135;1420;247
07:00;4.5;61;9;94;86;1410;191
08:00;4.5;67;12;129;78;1490;186
09:00;5;67;20;97;38;1210;125
10:00;3.5;70;25;194;30;1040;115
11:00;3;53;29;107;17;820;78
12:00;2.9;20;21;83;3;;24
13:00;1;15;12;41;2;320;17
14:00;0.5;14;7;35;3;340;18
15:00;0;17;9;26;3;420;20
16:00;0.5;16;8;73;2;570;19
17:00;1.5;21;14;53;2;550;24
18:00;2.5;29;20;44;1;530;30
19:00;2.5;32;10;37;1;490;34
20:00;3;65;9;71;5;630;73
21:00;2.5;91;10;56;61;1070;183
22:00;4.5;42;12;127;3;620;47
23:00;2.1;50;24;76;2;930;52
