CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.8;23;1;96;37;;80
01:00;2.2;28;1;89;16;580;52
02:00;1.7;17;1;38;12;470;36
03:00;1;15;1;24;7;400;26
04:00;1.4;14;1;31;6;410;24
05:00;2.1;11;1;24;25;480;50
06:00;2.1;12;1;50;69;620;118
07:00;3;16;1;73;68;780;120
08:00;3.5;40;4;91;96;1190;186
09:00;4.6;46;6;82;30;670;92
10:00;1.9;44;17;55;23;580;79
11:00;1.9;54;52;96;30;1050;101
12:00;4.6;38;50;110;12;970;55
13:00;2.7;34;51;98;9;890;48
14:00;3.9;25;31;77;6;630;34
15:00;1.9;17;19;50;3;380;22
16:00;0.1;25;18;56;3;440;30
17:00;0.9;18;11;44;1;270;21
18:00;0.1;28;8;56;1;350;31
19:00;1.3;66;7;99;42;760;130
20:00;8.3;67;7;120;78;1240;186
21:00;15.6;63;7;145;104;1260;221
22:00;8.2;59;5;156;68;1010;162
23:00;7;45;4;120;59;970;136
