CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6;17;4;82;31;0;370;17
01:00;5.6;46;3;124;39;3;410;53
02:00;2.5;54;4;59;33;16;;78
03:00;1.3;40;5;56;33;3;460;45
04:00;0.9;35;4;63;36;10;520;51
05:00;2.3;33;3;59;35;10;450;48
06:00;1.3;43;3;75;43;55;590;129
07:00;2.3;38;3;74;42;66;620;139
08:00;2.4;49;4;73;40;60;580;141
09:00;7.8;31;7;88;42;12;430;50
10:00;4.4;25;6;86;35;8;370;37
11:00;9.1;25;12;79;34;8;480;38
12:00;4.2;16;11;48;23;4;320;22
13:00;0.6;13;9;37;17;2;270;17
14:00;0.5;13;7;37;18;2;290;18
15:00;0.5;12;5;30;15;2;280;16
16:00;0.5;5;2;25;11;0;240;6
17:00;0.5;9;2;30;15;1;310;11
18:00;0.5;9;2;23;9;1;280;10
19:00;1.3;13;5;35;11;0;280;14
20:00;3;13;3;34;13;0;250;13
21:00;2.9;18;5;53;23;0;540;18
22:00;21.5;26;7;57;28;0;630;27
23:00;7;25;6;51;22;0;400;26
