CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;2;54;32;11;540;38
01:00;21;2;54;31;15;520;43
02:00;24;6;32;19;3;140;28
03:00;26;9;36;21;3;160;31
04:00;25;10;41;22;3;170;28
05:00;26;9;41;23;6;180;36
06:00;;;43;24;;;
07:00;30;8;45;26;15;420;53
08:00;31;6;47;26;19;380;60
09:00;29;6;53;32;18;370;56
10:00;20;4;46;29;8;;32
11:00;15;3;42;23;5;350;22
12:00;5;3;20;9;3;290;8
13:00;15;3;24;9;6;330;24
14:00;8;3;20;9;3;300;12
15:00;7;6;21;8;4;280;11
16:00;17;6;27;11;5;380;24
17:00;23;5;23;9;8;430;34
18:00;22;4;23;10;5;460;30
19:00;28;3;31;18;10;390;43
20:00;32;2;34;21;13;390;51
21:00;30;2;37;22;6;370;40
22:00;30;2;44;27;7;390;41
23:00;33;3;53;32;17;560;59
