CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.3;55;4;97;14;1060;76
01:00;4.1;48;5;129;11;1040;63
02:00;5.5;20;3;91;10;;35
03:00;4.6;16;3;64;19;700;43
04:00;3.8;13;3;73;15;620;35
05:00;3.1;14;3;67;40;790;74
06:00;2.6;16;3;46;77;870;132
07:00;2.3;22;3;52;50;710;97
08:00;2.1;33;4;62;51;810;110
09:00;3.5;35;4;121;47;1070;106
10:00;5.5;42;6;134;49;1000;116
11:00;4.5;58;12;161;26;1330;97
12:00;10.7;65;15;204;35;1580;118
13:00;16.9;38;17;208;9;900;51
14:00;4;32;18;123;5;650;39
15:00;1.2;18;12;88;2;470;21
16:00;1;19;6;66;1;370;20
17:00;0.7;49;6;69;17;590;74
18:00;2.1;73;6;220;56;1780;159
19:00;9.3;61;4;318;33;1550;110
20:00;8.9;56;4;266;86;1490;186
21:00;7.2;47;3;191;53;1420;126
22:00;5.8;45;3;137;60;1190;136
23:00;4.6;50;3;128;32;1120;98
