CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.8;46;29;68;52;4;820;52
01:00;14.1;80;75;222;171;26;1860;119
02:00;14.1;77;75;212;163;26;1910;117
03:00;14.3;77;72;213;164;29;1880;121
04:00;13.8;76;70;206;159;25;1730;113
05:00;13.1;75;68;195;150;22;1550;108
06:00;11.9;72;63;184;142;25;;111
07:00;10.3;71;57;174;134;39;1630;130
08:00;10.6;69;54;171;131;47;1680;140
09:00;10.8;69;52;175;133;46;1570;139
10:00;11;67;51;169;128;53;1650;149
11:00;10.1;63;49;167;128;39;1710;122
12:00;11.5;70;47;171;129;59;1990;159
13:00;12;71;44;175;133;48;1830;144
14:00;12;70;41;166;128;53;1750;150
15:00;10.9;71;35;160;120;58;1620;159
16:00;10.8;60;27;110;83;40;1120;121
17:00;5;42;13;67;50;14;680;63
18:00;4.7;55;12;78;58;16;940;78
19:00;5.8;57;13;79;61;14;1000;78
20:00;5.5;62;16;84;65;18;920;88
21:00;7.7;62;26;114;89;26;1230;102
22:00;8;60;31;90;70;18;1050;87
23:00;6.3;53;32;74;57;9;840;66
