CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.6;39;4;68;49;49;450;115
01:00;2.9;30;2;65;47;29;320;74
02:00;2.9;27;2;45;32;15;300;50
03:00;2.3;24;2;45;31;15;240;48
04:00;2.3;20;3;38;28;29;270;65
05:00;1.7;20;2;27;22;12;220;39
06:00;1.1;29;2;26;19;24;280;66
07:00;1.7;25;2;35;26;59;360;117
08:00;1.7;22;1;39;27;39;150;83
09:00;1.1;27;1;60;38;34;570;81
10:00;7.8;43;2;147;69;90;1130;181
11:00;11;40;4;105;52;41;1020;103
12:00;6.4;35;4;85;41;19;770;64
13:00;2.4;17;3;44;27;4;400;25
14:00;0.8;14;5;36;23;3;300;18
15:00;0.8;16;4;43;27;2;490;20
16:00;1.7;19;5;58;39;2;630;23
17:00;2.8;23;5;110;81;1;;25
18:00;1.2;18;4;51;30;1;360;19
19:00;0.8;18;4;72;46;0;350;18
20:00;1.7;26;4;105;69;0;300;27
21:00;5.6;33;3;90;54;0;270;34
22:00;2.4;47;4;78;48;26;450;87
23:00;6.2;48;3;90;62;71;810;158
