CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.1;32;4;42;6;450;40
01:00;1.1;22;5;46;2;380;24
02:00;;22;7;34;8;;33
03:00;;17;6;36;4;;22
04:00;;20;6;22;8;;31
05:00;;28;7;22;15;;50
06:00;;35;6;44;29;;79
07:00;;30;4;54;17;;55
08:00;;24;8;62;14;190;45
09:00;;26;19;40;14;190;48
10:00;;23;16;50;11;190;38
11:00;;17;11;23;8;190;27
12:00;;14;10;28;5;170;21
13:00;;19;14;12;5;230;27
14:00;;23;15;21;5;240;29
15:00;0;25;15;24;5;300;31
16:00;0;22;13;19;4;340;28
17:00;0;27;14;22;4;440;32
18:00;0.3;43;10;37;6;540;52
19:00;1.1;54;9;51;7;580;64
20:00;1.1;66;8;59;11;700;82
21:00;1.1;47;6;42;5;560;54
22:00;1.4;43;6;46;5;;49
23:00;1.4;36;5;52;4;460;41
