CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10.7;18;3;109;29;1620;62
01:00;11.8;41;10;139;37;1690;97
02:00;10;41;12;124;22;;74
03:00;8.5;26;5;140;37;1600;81
04:00;9.6;19;3;116;62;1910;113
05:00;10.1;21;4;125;89;2040;156
06:00;10.8;23;4;139;149;2570;250
07:00;11.8;26;4;144;123;2500;212
08:00;11.4;25;5;137;119;2540;206
09:00;13;42;6;173;69;2130;146
10:00;11.2;43;10;169;46;2000;112
11:00;18.1;49;33;217;46;2740;119
12:00;20.1;36;25;244;11;1250;53
13:00;9.3;24;16;148;4;840;29
14:00;4.5;31;19;107;10;1110;45
15:00;5.2;37;16;124;11;1020;53
16:00;5;48;25;111;64;1260;146
17:00;11.6;50;31;203;62;1740;143
18:00;23.1;38;17;234;12;1300;55
19:00;24.1;38;10;195;53;1380;118
20:00;12.7;35;8;176;104;2240;194
21:00;12.6;29;5;136;74;1640;140
22:00;7.4;19;3;137;80;1640;141
23:00;8;19;3;127;40;1720;78
