CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;34;6;24;2;300;36
01:00;0.4;22;6;32;2;250;24
02:00;0.2;25;8;24;1;270;27
03:00;1.1;26;9;23;1;270;27
04:00;1.1;17;5;18;2;250;20
05:00;0.9;29;5;8;4;350;35
06:00;0;35;4;24;6;380;45
07:00;0.2;34;5;26;11;360;52
08:00;1.1;28;8;36;8;410;40
09:00;0.6;24;13;17;6;380;34
10:00;0.4;20;11;12;6;310;30
11:00;0;19;10;7;5;290;27
12:00;0;22;6;8;6;370;31
13:00;0;22;6;31;5;330;30
14:00;0;22;5;26;5;330;29
15:00;0;21;5;14;4;320;26
16:00;0;22;3;12;4;330;29
17:00;0;25;3;30;2;380;27
18:00;0;29;3;24;5;370;35
19:00;0;59;9;19;7;530;69
20:00;0.6;29;7;30;1;340;30
21:00;0;42;7;24;1;390;43
22:00;0;42;9;20;1;440;42
23:00;0;45;6;10;3;;48
