CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.1;18;7;48;34;45;900;87
01:00;3.3;16;6;40;30;26;780;55
02:00;5.7;10;11;64;47;53;1150;92
03:00;4.4;9;6;71;53;63;1200;105
04:00;4.6;7;10;68;50;52;1210;86
05:00;6.7;13;8;57;41;23;890;48
06:00;1.8;13;8;56;41;50;920;88
07:00;6.2;15;9;55;39;87;1050;147
08:00;4.5;17;9;46;33;45;890;86
09:00;4;22;8;41;28;17;630;48
10:00;3.1;26;9;41;27;24;740;62
11:00;1.5;24;10;40;28;20;760;54
12:00;2.5;21;10;33;23;16;640;46
13:00;3.3;23;17;27;19;12;480;41
14:00;6.2;20;21;24;16;9;450;34
15:00;3.1;21;23;23;16;6;430;30
16:00;0.7;13;12;22;15;3;400;16
17:00;7.8;13;10;26;17;2;420;15
18:00;6.5;24;15;63;45;7;640;34
19:00;1;49;13;81;54;59;1080;139
20:00;1.3;41;14;64;41;101;1310;196
21:00;1.6;35;9;59;40;106;1270;197
22:00;2.9;26;8;56;39;95;1260;170
23:00;2.6;25;8;50;36;71;1100;133
