CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.943576;22.1313;4.72086;39.3283;27.848;3.51793;452.839;785.866;27.5366
01:00;0.645392;16.2675;9.44753;23.53;15.0427;1.32489;307.385;366.766;18.2962
02:00;0.714136;15.7626;10.0475;25.26;16.056;1.27817;324.054;356.937;17.7282
03:00;0.743823;17.7893;9.44975;30.4817;19.3027;1.58854;326.88;349.007;20.2273
04:00;0.726289;16.2919;8.76184;29.36;18.1307;1.74026;327.511;337.24;18.9621
05:00;0.797296;17.6883;8.71603;32.3833;19.8;2.4656;326.08;330.577;21.4745
06:00;1.09946;30.8822;10.2352;40.52;23.8613;12.328;431.076;338.796;49.8028
07:00;1.16148;45.2446;11.7233;43.7517;25.3267;22.2707;506.891;358.07;79.4065
08:00;1.41734;51.3651;11.5105;46.4433;22.6693;29.6052;589.616;392.437;96.7776
09:00;1.19166;52.413;12.7245;45.1233;22.9667;27.2802;600.211;429.04;94.2594
10:00;1.0097;39.25;8.31556;24.345;16.9587;18.2242;457.521;445.723;67.3557
11:00;0.974047;38.2143;5.52256;24.5883;18.0307;18.3181;441.661;460.071;66.3211
12:00;0.878286;36.2785;5.39399;21.2333;15.0347;15.9401;440.435;474.186;60.7569
13:00;1.20853;43.8178;4.92923;22.0533;15.164;18.1581;483.692;493.888;71.6817
14:00;1.26346;48.8835;9.33596;25.895;18.2107;23.7484;537.66;507.211;85.3272
15:00;1.88236;54.7607;9.94037;34.6533;25.1027;27.8095;640.857;523.957;97.4169
16:00;2.55083;55.7156;7.12964;44.0867;31.3787;38.9317;800.42;550.307;115.431
17:00;3.58308;62.6412;6.48237;56.8933;37.82;79.6674;1024.06;603.288;184.599
18:00;4.40587;59.5368;6.09076;66.2367;46.0387;110.294;1116.05;685.604;228.757
19:00;4.6161;53.7176;5.98584;67.4433;49.8427;87.2128;1059.38;762.819;187.52
20:00;3.54435;48.0471;6.72029;65.3217;50.072;37.1506;829.496;811.452;105.044
21:00;2.45104;47.6385;7.68381;59.3933;45.9693;24.711;745.445;844.171;85.5536
22:00;1.05358;33.8861;8.2461;39.7767;29.3733;10.2881;548.255;845.495;49.6764
23:00;1.04886;28.2348;6.90723;38.5817;27.0093;7.79479;511.403;829.314;40.2012
