CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;11.6;20;6;148;92;1630;160
01:00;9.1;16;6;117;79;1570;138
02:00;6.6;19;5;79;55;1180;104
03:00;4.1;22;5;78;60;1120;113
04:00;4.5;20;6;74;61;;112
05:00;5.5;19;6;64;89;1230;156
06:00;6;19;7;102;157;1510;260
07:00;6;21;8;87;198;1770;323
08:00;7.8;42;11;150;304;2830;506
09:00;15.5;46;11;240;70;1550;153
10:00;16.8;37;13;229;23;870;73
11:00;9.2;26;9;171;11;480;42
12:00;1.6;23;8;95;7;550;34
13:00;2;18;7;80;3;410;23
14:00;1;15;6;47;2;310;18
15:00;0.5;13;6;27;1;330;14
16:00;0.7;35;5;39;17;660;60
17:00;2.8;75;14;123;144;2580;294
18:00;20.8;68;10;209;209;2850;388
19:00;17.3;57;12;211;279;3040;484
20:00;16.2;50;9;304;237;2610;413
21:00;15.9;41;9;269;247;2850;418
22:00;16.2;35;9;195;189;2190;324
23:00;12.6;25;7;159;136;1940;232
