CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12.5;34;7;151;19;1120;64
01:00;6.8;28;2;46;20;1170;58
02:00;6.8;28;3;55;24;1290;64
03:00;8.5;29;3;58;31;1340;75
04:00;8.4;30;4;65;35;;83
05:00;8.5;31;3;58;57;1610;117
06:00;;31;5;64;74;1750;145
07:00;;29;4;78;81;1820;153
08:00;;33;3;81;100;1890;186
09:00;;36;5;77;113;1880;208
10:00;;38;6;83;113;1940;210
11:00;;42;5;90;111;1780;210
12:00;;41;5;91;99;1680;193
13:00;;41;6;153;140;3120;254
14:00;;42;6;258;122;2530;228
15:00;12.2;39;5;221;83;2150;166
16:00;14.5;37;4;165;81;2280;161
17:00;15.3;34;7;180;103;2730;191
18:00;18.7;32;6;197;75;2270;146
19:00;15;29;5;140;81;2300;153
20:00;15.1;25;5;136;112;2810;196
21:00;18.4;33;6;173;164;3290;285
22:00;20.7;58;10;228;218;3380;391
23:00;18.6;44;10;216;94;2180;187
