CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;9;119;92;17;1250;63
01:00;20;15;52;34;2;560;24
02:00;26;15;55;36;3;800;31
03:00;6;15;24;15;1;310;7
04:00;7;12;20;13;0;290;8
05:00;8;18;16;11;1;250;8
06:00;38;12;34;22;20;720;67
07:00;51;13;35;25;35;1030;103
08:00;52;12;44;27;35;1060;104
09:00;51;12;68;44;53;1240;132
10:00;54;9;92;58;132;1580;255
11:00;58;9;87;63;108;1530;223
12:00;53;9;104;77;73;1580;164
13:00;56;11;107;80;66;1620;156
14:00;52;11;109;81;53;1480;133
15:00;26;16;74;54;6;1290;34
16:00;27;19;72;52;5;1250;34
17:00;36;11;72;53;10;850;51
18:00;24;12;75;57;3;750;28
19:00;32;13;85;65;5;850;40
20:00;29;13;82;63;4;800;36
21:00;34;13;92;70;5;890;40
22:00;45;12;107;81;10;1080;61
23:00;43;12;116;89;15;1180;65
