CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;1;63;32;53;800;130
01:00;35;1;73;39;27;650;76
02:00;31;2;36;17;17;820;58
03:00;22;2;30;15;6;750;31
04:00;20;1;32;15;7;680;30
05:00;16;2;34;16;6;630;27
06:00;15;1;36;16;15;710;37
07:00;23;1;35;17;33;720;73
08:00;47;3;98;24;74;1030;161
09:00;54;4;188;37;42;920;117
10:00;39;6;127;24;15;770;63
11:00;27;10;82;14;7;630;38
12:00;14;7;25;4;2;420;18
13:00;7;4;22;3;1;320;8
14:00;7;3;21;3;0;;8
15:00;;;18;3;;320;
16:00;8;;18;3;0;;8
17:00;9;3;18;3;0;180;9
18:00;10;;17;3;0;130;11
19:00;13;5;13;3;0;110;13
20:00;18;3;21;5;1;180;20
21:00;32;1;66;17;3;380;36
22:00;59;2;108;41;12;640;77
23:00;57;2;110;49;47;960;129
