CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;23;2;42;26;4;440;30
01:00;18;3;57;36;4;390;24
02:00;23;2;52;30;14;730;46
03:00;21;2;55;32;20;;51
04:00;16;2;52;31;13;650;37
05:00;16;1;53;31;15;570;38
06:00;14;2;49;29;14;520;36
07:00;16;2;49;32;19;490;44
08:00;33;2;58;37;19;550;62
09:00;21;4;45;29;5;340;29
10:00;18;4;38;21;4;480;24
11:00;10;6;23;12;2;210;13
12:00;9;5;21;11;2;200;11
13:00;8;5;21;10;2;220;11
14:00;7;5;18;8;1;190;10
15:00;10;5;14;6;2;150;14
16:00;9;4;15;7;2;170;13
17:00;15;3;16;7;4;220;20
18:00;13;4;16;6;2;170;17
19:00;13;3;15;6;2;210;16
20:00;24;3;20;9;3;260;29
21:00;23;2;58;34;5;390;31
22:00;27;3;71;41;6;570;35
23:00;38;3;47;27;11;540;56
