CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.7;38;20;154;10;2800;53
01:00;2.6;19;15;85;1;670;20
02:00;2.1;22;18;104;1;690;22
03:00;2.1;24;22;108;1;750;24
04:00;3.7;22;15;115;2;860;23
05:00;2.6;29;19;111;6;860;37
06:00;4.4;33;22;133;9;1140;46
07:00;5.3;30;20;122;8;1270;42
08:00;5.3;30;22;124;9;1500;42
09:00;5.7;35;23;139;14;1260;55
10:00;10;34;20;176;16;1440;58
11:00;7.2;24;18;155;8;1320;35
12:00;4.9;26;18;110;7;1150;36
13:00;7.2;25;17;114;8;1170;37
14:00;6.3;17;15;91;3;930;21
15:00;2;17;12;70;2;950;19
16:00;1.7;20;13;80;3;970;24
17:00;2.6;21;14;99;3;1040;24
18:00;2.1;19;14;57;2;1180;21
19:00;2.6;24;19;69;4;1350;29
20:00;2.4;36;28;91;7;1320;46
21:00;7.5;46;30;154;17;1820;70
22:00;13.4;39;26;186;11;1770;56
23:00;9.5;36;25;144;7;2110;46
