CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;26.5;15;4;118;2310;194
01:00;12.8;15;3;70;1020;121
02:00;13.8;18;3;69;940;123
03:00;13;32;5;19;520;60
04:00;11.4;28;6;7;310;38
05:00;7.1;24;6;6;240;32
06:00;4.7;24;7;9;220;37
07:00;3.5;26;7;13;220;45
08:00;3.1;26;7;13;400;45
09:00;3.1;26;6;18;450;53
10:00;3.4;26;6;18;470;53
11:00;3.7;25;7;17;420;51
12:00;3.1;27;6;19;;56
13:00;3.1;28;8;18;490;55
14:00;3.1;26;7;17;440;52
15:00;3.3;28;6;19;460;57
16:00;3;33;5;18;520;59
17:00;3.1;46;6;54;710;129
18:00;3.4;33;5;68;1460;137
19:00;5.3;29;4;105;1540;189
20:00;16.2;23;4;100;1680;176
21:00;21.6;21;3;105;1630;182
22:00;20.5;21;3;164;2490;271
23:00;20.1;15;3;128;2400;209
