CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;11.7;21;2;151;129;2130;218
01:00;2.2;21;7;19;3;440;26
02:00;1.1;23;6;38;3;;28
03:00;1.1;19;5;27;2;330;21
04:00;0.8;26;9;18;6;380;34
05:00;1.1;36;7;23;33;660;85
06:00;1.2;40;6;35;58;1030;127
07:00;2.4;46;7;37;81;1360;169
08:00;3.4;43;9;29;57;970;130
09:00;2.3;41;12;16;53;840;121
10:00;2.2;32;19;39;28;470;74
11:00;1.4;23;6;22;12;390;41
12:00;2.6;23;4;17;12;340;41
13:00;0.5;29;4;18;14;400;50
14:00;0.6;31;4;20;16;370;53
15:00;1.1;35;4;40;23;540;69
16:00;1.1;47;4;28;33;730;96
17:00;1.8;62;5;32;121;1580;246
18:00;4.5;75;9;123;350;3100;609
19:00;9.6;65;9;197;346;2820;593
20:00;11.3;54;7;198;344;2840;579
21:00;10.8;50;8;193;400;3560;660
22:00;14.3;41;8;233;380;3380;621
23:00;15.6;27;4;208;194;2300;322
