CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;15;4;31;1;260;16
01:00;0.4;12;4;32;1;260;13
02:00;0.7;18;3;19;0;550;18
03:00;0.4;17;1;17;1;540;19
04:00;0.4;16;1;10;1;490;18
05:00;0.4;18;1;8;2;530;22
06:00;0.4;26;2;14;16;670;50
07:00;0.6;29;2;31;24;840;66
08:00;1.4;31;4;27;25;860;70
09:00;1.5;29;3;34;24;810;66
10:00;1.1;27;3;42;17;740;53
11:00;1;30;3;44;16;790;55
12:00;1;37;4;47;19;;67
13:00;1;31;8;35;18;570;60
14:00;1;31;22;38;16;510;56
15:00;0.8;32;16;37;13;530;52
16:00;1;32;21;32;11;500;50
17:00;0.7;23;13;24;5;440;31
18:00;0.5;11;8;16;0;310;12
19:00;0.4;11;5;37;0;290;12
20:00;0.4;23;4;37;4;350;28
21:00;0.4;11;3;39;0;310;12
22:00;0.4;20;3;25;2;300;23
23:00;0.4;18;4;23;1;290;19
