CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;15;2;16;13;3;170;20
01:00;0.5;13;2;15;12;2;130;16
02:00;0.5;18;3;20;16;4;280;24
03:00;0.8;22;3;22;17;6;320;32
04:00;0.8;24;2;27;19;5;370;33
05:00;1.1;22;1;30;21;6;380;33
06:00;0.8;24;2;21;15;8;350;37
07:00;0.8;17;1;10;8;6;270;28
08:00;0.5;12;2;5;4;5;200;20
09:00;0.5;22;2;5;5;6;270;31
10:00;0.8;23;2;8;7;11;320;42
11:00;0.8;18;2;7;6;8;220;32
12:00;0.5;20;2;9;9;9;290;35
13:00;0.8;12;2;12;9;8;230;25
14:00;0.5;12;2;13;7;6;230;22
15:00;0.5;14;2;11;6;6;290;23
16:00;0.5;13;2;11;7;6;210;23
17:00;0.5;15;1;10;6;6;260;26
18:00;0.5;19;2;13;9;6;260;28
19:00;0.8;23;2;13;10;7;;34
20:00;0.8;20;2;13;9;5;230;30
21:00;0.5;17;2;14;10;5;210;26
22:00;0.5;20;1;15;12;4;250;27
23:00;0.5;16;2;15;12;4;220;24
