CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.8;35;5;62;23;780;71
01:00;2.1;24;5;50;5;320;32
02:00;1;39;4;40;8;720;52
03:00;1;35;5;30;6;650;44
04:00;1;32;4;41;9;570;46
05:00;1;30;5;42;37;790;87
06:00;1;39;6;44;33;830;87
07:00;1.6;37;8;54;29;890;80
08:00;1.6;50;10;44;28;1490;82
09:00;1;60;20;57;29;1750;91
10:00;1.6;18;9;58;5;450;26
11:00;0.2;9;7;22;3;360;14
12:00;0;6;8;12;2;330;9
13:00;0;7;7;10;2;350;11
14:00;0.4;10;6;26;2;660;14
15:00;1.2;13;9;26;3;430;16
16:00;0.5;13;7;25;4;500;18
17:00;0;13;11;33;3;;17
18:00;0;23;14;32;2;490;26
19:00;5.5;20;6;46;3;360;25
20:00;0.7;45;5;44;9;570;59
21:00;0.4;47;5;33;41;910;110
22:00;2.5;37;4;58;18;810;63
23:00;3;39;5;78;26;870;78
