CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;3;9;4;2;300;24
01:00;13;3;5;4;1;290;16
02:00;13;4;6;4;1;210;15
03:00;13;3;7;4;1;120;15
04:00;12;3;5;4;0;;13
05:00;12;3;4;4;1;120;13
06:00;15;3;5;4;4;160;21
07:00;15;3;4;4;7;140;26
08:00;14;3;5;4;5;280;22
09:00;13;3;5;4;5;210;23
10:00;12;3;4;4;6;290;23
11:00;14;3;4;4;12;320;32
12:00;15;2;4;4;14;310;37
13:00;17;3;4;4;19;420;47
14:00;17;4;6;4;20;400;49
15:00;19;3;8;4;14;350;40
16:00;26;11;11;6;11;350;43
17:00;31;10;16;10;16;400;55
18:00;30;6;18;11;14;370;52
19:00;29;4;17;9;10;400;44
20:00;33;4;20;11;10;350;49
21:00;32;3;21;12;9;340;46
22:00;28;4;15;8;7;460;39
23:00;24;4;12;5;6;320;33
