CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.687474;27.358;5.17222;22.0509;12.5653;3.84318;303.405;287.179;33.2485
01:00;0.790647;18.4314;6.37144;24.5563;15.784;2.59879;396.149;480.643;22.4191
02:00;0.695401;14.7073;5.68353;21.712;14.2107;2.22208;381.738;462.145;18.1241
03:00;0.506479;19.1103;5.88599;18.2988;11.8453;4.14524;325.825;448.114;25.4743
04:00;0.373576;12.8963;6.118;8.41033;6.08;3.24497;262.073;422.578;17.8717
05:00;0.366297;11.3127;5.96431;10.3209;6.06933;3.93948;266.581;380.144;17.3467
06:00;0.526784;25.4477;6.95073;12.7604;6.664;17.0326;320.737;351.774;51.5777
07:00;0.573673;37.5091;8.9509;19.3599;7.99867;31.5723;367.386;339.276;85.9527
08:00;0.493628;46.0741;13.7485;12.4338;5.48933;42.3457;371.218;336.463;111.024
09:00;0.319681;35.2539;14.9514;12.3403;4.296;24.6802;304.939;325.062;73.118
10:00;0.275251;22.1589;9.63585;6.83867;3.088;11.4651;292.121;313.86;39.7399
11:00;0.446391;19.1688;6.40764;4.34393;3;7.50659;269.497;306.819;30.6781
12:00;0.558355;38.5113;6.59532;9.35333;5.91467;20.2163;356.115;318.574;69.5333
13:00;0.709631;36.6595;5.00228;11.3513;7.38667;19.5401;405.449;335.933;66.6378
14:00;0.394486;32.0528;6.59532;10.3132;6.89467;13.5265;360.202;340.866;52.8031
15:00;0.417934;24.7723;5.24685;7.70193;4.71467;10.4232;316.547;334.511;40.7586
16:00;0.398613;26.0641;5.28601;8.7814;5.31867;9.21879;302.544;325.927;40.1985
17:00;0.503142;24.463;4.41412;8.6894;5.47333;7.8561;296.185;324.832;36.5133
18:00;0.499931;27.1348;4.55303;10.1507;6.47467;7.19554;289.616;324.519;38.167
19:00;0.50412;24.572;5.01484;10.6797;6.42;6.32229;287.153;326.726;34.2677
20:00;0.599631;25.369;5.12567;13.7295;9.51067;5.02229;297.709;319.426;33.0731
21:00;0.443828;17.9004;5.45078;12.5166;8.328;2.82688;252.734;300.336;22.2269
22:00;0.51993;21.6679;5.29414;15.9804;9.6;3.55187;272.387;289.359;27.1168
23:00;0.534173;27.1821;5.76481;20.3504;11.5813;4.05067;298.246;287.072;33.3957
