CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.3;26;19;64;1;560;26
01:00;0.5;6;4;8;0;270;5
02:00;0.5;6;6;5;0;270;4
03:00;0.5;5;4;24;0;;5
04:00;0.5;9;4;8;1;230;10
05:00;0.5;15;5;7;5;310;23
06:00;0.5;23;7;48;9;470;36
07:00;0.7;27;6;18;12;630;45
08:00;1.1;23;4;18;9;500;35
09:00;0.8;20;4;15;10;470;34
10:00;0.6;15;5;16;7;450;25
11:00;0.8;12;3;12;7;430;23
12:00;0.5;12;4;15;7;340;21
13:00;0.5;15;3;17;9;440;28
14:00;0.5;20;4;10;8;610;33
15:00;0.5;24;4;20;10;710;39
16:00;1;36;6;18;12;690;55
17:00;1.1;36;7;15;10;740;52
18:00;1.1;42;13;36;11;850;58
19:00;1.7;40;17;46;8;880;52
20:00;2.1;35;16;34;4;890;41
21:00;2.3;33;17;45;6;890;42
22:00;2.3;32;19;36;7;760;43
23:00;2.3;29;17;49;2;640;32
