CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.6;9;2;29;1;290;11
01:00;0.6;4;2;29;1;290;4
02:00;1;20;3;29;1;390;20
03:00;0.6;8;3;29;1;270;8
04:00;0.6;17;3;29;2;290;18
05:00;0.6;11;2;29;1;290;11
06:00;0.6;24;2;29;5;350;31
07:00;0.6;24;2;29;4;;31
08:00;0.6;12;2;29;1;350;13
09:00;0.6;10;2;29;1;350;11
10:00;0.6;11;3;29;2;360;14
11:00;0.6;9;2;29;1;350;11
12:00;0.6;16;1;29;3;470;21
13:00;0.6;15;3;29;3;510;20
14:00;0.6;11;3;29;2;430;14
15:00;0.6;11;2;29;3;370;14
16:00;0.6;17;2;29;3;430;22
17:00;0.6;20;3;29;4;430;26
18:00;0.6;24;1;29;3;460;29
19:00;0.6;10;4;29;1;340;10
20:00;0.6;15;3;29;1;330;16
21:00;0.6;43;2;29;6;510;53
22:00;0.7;44;3;29;6;560;54
23:00;1.4;23;3;29;3;410;27
