CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;3.46355;41.4271;5.66757;66.1457;39.0617;4.4556;808.924;628.336;48.2
01:00;2.59963;28.0005;5.58851;60.5033;41.4132;4.08808;777.495;675.237;34.2
02:00;2.38405;20.7735;5.41487;65.9159;44.1396;3.33686;677.276;707.528;25.8
03:00;3.36537;17.657;5.53014;61.2345;39.3202;2.55115;822.302;759.043;21.7
04:00;1.76384;17.8249;6.08578;59.7493;41.4537;2.52171;569.109;764.956;21.6
05:00;2.7567;20.9707;5.70156;59.9917;43.4903;3.27199;467.997;722.983;26
06:00;1.76511;38.9311;5.93136;60.5431;41.2873;20.1761;559.74;686.736;69.6
07:00;2.31061;34.7427;5.90032;54.2653;34.6545;14.9806;624.874;663.465;57.5
08:00;4.97431;21.3145;6.47518;64.5563;36.865;4.35203;903.684;675.31;28
09:00;5.53718;35.9012;8.83519;81.7954;38.6619;7.57102;939.514;695.562;47.5
10:00;3.45281;35.2263;11.4265;70.5946;38.7435;7.44944;778.796;708.252;46.4
11:00;3.06154;37.5155;13.154;70.0107;42.6994;7.1273;716.63;695.043;48.3
12:00;1.51277;26.8208;15.828;62.59;35.2751;4.61182;639.216;703.806;33.8
13:00;0.806107;7.18757;14.5749;41.5117;23.3731;1.91172;393.178;694.454;10.1
14:00;1.49305;6.28261;11.5543;36.1394;20.5784;1.26882;373.376;671.158;8.3
15:00;1.66896;6.60198;10.2465;34.9135;19.7359;1.15209;378.295;640.336;8.4
16:00;1.38917;5.38084;7.6707;31.0078;18.8465;0.765519;364.496;572.938;6.6
17:00;1.21839;7.9448;8.24038;35.8968;19.8949;0.620382;381.243;503.154;8.8
18:00;0.627889;7.05206;8.54924;32.9926;18.3636;0.593364;374.302;452.592;8
19:00;0.866363;11.7766;7.80296;31.7103;17.7207;0.611376;377.583;410.211;12.7
20:00;2.01042;22.3407;7.11284;47.0633;27.6428;1.00626;400.025;380.312;23.8
21:00;3.55902;86.0398;8.22487;63.2108;35.1143;23.0141;757.104;425.803;121
22:00;4.72503;81.5007;7.55765;65.5506;35.6397;18.5218;851.767;485.602;109.6
23:00;4.45629;72.8965;5.34837;66.6846;39.385;15.9917;779.33;535.731;97.2
00:00;4.09614;56.8645;5.82939;62.7752;41.0563;9.13635;700.547;577.738;70.7
01:00;2.49207;46.6687;6.05401;60.8684;41.333;7.83774;662.61;612.908;58.6
