CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;5;47;28;4;670;54
01:00;40;8;63;43;3;;44
02:00;15;7;47;37;1;430;16
03:00;14;7;45;35;1;430;15
04:00;16;7;45;36;2;440;19
05:00;20;8;47;37;3;450;23
06:00;28;9;53;40;6;550;36
07:00;37;12;53;40;10;600;51
08:00;37;12;48;35;9;600;49
09:00;36;12;47;30;12;630;53
10:00;33;12;40;24;13;570;52
11:00;25;13;32;18;8;510;36
12:00;15;5;25;7;6;410;22
13:00;13;4;17;5;5;380;20
14:00;12;4;17;3;3;340;16
15:00;10;4;25;3;4;400;16
16:00;11;4;17;4;3;390;15
17:00;12;3;16;5;3;370;15
18:00;15;5;27;6;4;430;20
19:00;16;5;18;5;3;380;20
20:00;28;15;20;7;5;460;35
21:00;33;12;25;11;5;560;39
22:00;50;10;33;14;6;760;60
23:00;60;7;40;20;8;710;72
