CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.6;14;5;13;9;1;240;16
01:00;0.6;16;5;12;7;1;220;17
02:00;7.8;17;17;55;31;0;780;18
03:00;8;20;21;51;31;0;830;20
04:00;9.5;24;16;39;23;1;620;24
05:00;11.4;20;18;42;26;1;940;21
06:00;7.9;19;15;35;21;0;830;19
07:00;4.3;43;11;31;17;6;760;51
08:00;8.7;35;22;105;45;4;640;40
09:00;13.9;44;24;94;46;8;;57
10:00;11.4;33;19;50;18;5;380;41
11:00;3;23;9;35;10;3;;27
12:00;1;13;10;24;5;1;220;14
13:00;0.6;22;9;51;14;1;220;23
14:00;0.9;27;12;31;10;2;240;31
15:00;0.6;33;9;32;12;3;210;37
16:00;1.5;43;11;28;5;6;270;51
17:00;0.6;47;12;21;4;6;230;57
18:00;0.6;59;9;19;5;8;330;70
19:00;1.3;54;14;33;13;3;350;59
20:00;1.2;36;13;27;13;3;310;40
21:00;0.6;23;9;28;17;2;280;26
22:00;0.6;21;7;24;16;3;340;24
23:00;0.6;20;6;18;13;3;290;25
