CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;5;16;11;4;290;25
01:00;17;5;15;11;2;250;21
02:00;5;3;17;8;1;190;7
03:00;5;3;17;8;2;180;8
04:00;9;4;14;8;2;190;11
05:00;21;4;16;8;4;220;28
06:00;35;5;19;9;17;300;61
07:00;36;6;23;11;17;360;62
08:00;40;7;26;12;23;400;75
09:00;;;24;11;;;
10:00;22;3;17;8;9;260;36
11:00;19;2;16;8;8;250;31
12:00;19;8;21;10;7;320;30
13:00;18;7;21;9;6;260;27
14:00;22;7;18;8;9;280;36
15:00;22;4;19;8;9;260;34
16:00;28;4;23;10;9;270;42
17:00;30;4;24;11;9;260;43
18:00;31;8;24;11;8;290;42
19:00;26;6;23;10;5;310;34
20:00;24;3;13;8;7;280;34
21:00;31;5;15;10;6;340;40
22:00;18;3;14;7;4;220;24
23:00;19;4;13;8;5;240;27
