CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;18.8;28;3;235;2540;387
01:00;19.8;23;4;178;2560;293
02:00;0.4;11;3;2;250;15
03:00;0.4;20;4;3;290;24
04:00;1;21;5;5;370;29
05:00;1.2;29;5;8;450;41
06:00;1.3;39;5;25;680;76
07:00;1.8;47;4;90;960;185
08:00;2.8;55;5;136;1160;262
09:00;4;58;4;129;1210;255
10:00;3;53;4;75;800;168
11:00;1.9;57;6;53;590;138
12:00;1.6;42;9;34;530;93
13:00;1.3;43;23;37;490;99
14:00;1.2;50;36;39;;110
15:00;1.1;39;23;21;470;71
16:00;1;45;22;19;910;73
17:00;1.1;55;24;28;1350;97
18:00;2.4;58;15;29;1010;101
19:00;3.3;53;7;63;870;149
20:00;3.5;41;4;82;860;167
21:00;5.3;44;4;205;1490;357
22:00;13;41;4;265;2310;447
23:00;17.3;34;4;248;2370;412
