CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;44;2;25;17;610;70
01:00;1;37;3;27;22;630;71
02:00;0.4;16;5;38;2;280;20
03:00;0.4;13;3;24;1;230;15
04:00;0.4;15;3;17;2;220;17
05:00;1;19;5;12;2;310;21
06:00;1;21;7;15;5;310;29
07:00;1;16;8;13;6;290;25
08:00;0.4;11;8;19;5;260;19
09:00;0.4;10;8;21;6;230;19
10:00;0.4;13;11;16;7;340;23
11:00;0.4;15;11;11;7;280;27
12:00;0.4;12;13;6;5;270;21
13:00;0.4;15;20;5;6;280;24
14:00;0.4;12;11;6;4;;19
15:00;0.4;12;12;14;3;270;18
16:00;0.4;12;7;15;4;310;18
17:00;0.4;14;5;10;5;310;21
18:00;0.4;14;4;7;4;310;21
19:00;0.4;20;3;8;5;330;27
20:00;0.4;23;4;7;4;450;30
21:00;0.4;48;4;9;8;530;61
22:00;0.7;28;3;18;1;410;29
23:00;1;44;4;22;9;550;59
