CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15.2;46;27;113;81;3;1240;50
01:00;14.8;43;9;178;141;73;;154
02:00;14.6;38;10;196;160;54;2130;122
03:00;15.3;36;13;188;154;41;2010;98
04:00;12.2;31;12;170;141;28;1860;75
05:00;11.4;32;12;166;138;25;1840;70
06:00;11.4;30;10;164;134;38;1820;88
07:00;10.3;28;11;160;132;43;1740;93
08:00;11.4;28;11;162;134;45;1750;96
09:00;12.7;34;15;158;127;26;1590;75
10:00;12.2;26;19;148;105;10;1260;42
11:00;16.1;30;37;143;97;12;2040;48
12:00;15.9;26;29;97;64;10;1490;42
13:00;10.6;26;31;99;67;9;1420;39
14:00;3.7;13;21;67;49;3;700;17
15:00;3.8;19;18;65;44;3;700;23
16:00;1.9;17;17;60;42;2;850;20
17:00;2.5;14;17;43;30;1;640;15
18:00;2.5;15;13;50;34;1;600;16
19:00;11.8;39;18;96;54;1;1060;41
20:00;8.7;24;14;82;58;1;1060;25
21:00;14.1;59;23;122;79;7;1740;69
22:00;12.5;48;23;97;65;2;1170;52
23:00;14.4;55;25;99;72;4;1520;62
