CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;18;261;201;86;2150;152
01:00;19;16;240;185;68;1890;123
02:00;48;10;179;136;74;1450;161
03:00;41;10;174;132;63;1340;137
04:00;40;9;137;105;21;840;71
05:00;29;7;145;110;30;1000;76
06:00;36;7;127;96;45;970;104
07:00;38;7;121;91;41;960;100
08:00;33;4;126;92;48;930;106
09:00;21;4;147;108;51;980;99
10:00;29;5;149;109;65;;127
11:00;39;7;138;99;60;1070;130
12:00;41;12;109;79;31;740;87
13:00;34;23;110;83;12;480;53
14:00;33;20;101;73;11;380;49
15:00;30;18;87;64;6;290;39
16:00;39;18;121;87;8;440;52
17:00;43;16;117;84;9;470;57
18:00;45;16;165;120;12;610;63
19:00;43;13;155;112;12;700;61
20:00;36;9;170;124;47;1090;106
21:00;32;10;208;155;89;1590;167
22:00;28;15;252;191;85;2110;158
23:00;25;18;268;203;120;2200;208
