CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;3;26;13;9;410;45
01:00;25;3;26;15;4;370;30
02:00;15;2;24;10;1;420;18
03:00;6;2;3;3;0;350;7
04:00;11;2;3;3;1;350;12
05:00;8;2;3;3;1;330;9
06:00;14;1;3;3;2;350;17
07:00;15;3;5;3;2;370;18
08:00;16;3;9;3;3;400;21
09:00;14;6;10;4;3;390;18
10:00;13;5;8;3;3;350;17
11:00;14;3;7;3;4;340;20
12:00;;;9;3;;;
13:00;12;12;11;4;4;340;17
14:00;12;21;12;5;3;240;15
15:00;11;18;11;4;2;210;14
16:00;12;10;9;3;2;200;14
17:00;10;5;6;3;2;;13
18:00;11;7;5;3;2;130;14
19:00;31;11;13;4;5;250;38
20:00;15;6;19;8;1;320;17
21:00;19;5;24;12;1;350;20
22:00;19;3;20;10;1;320;20
23:00;40;2;28;15;16;480;66
