CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;3;3;17;0;190;3
01:00;6.7;37;5;88;18;960;65
02:00;4.2;25;6;57;2;640;27
03:00;2.9;20;5;54;2;;21
04:00;1.7;18;5;35;1;430;18
05:00;1;19;4;17;4;430;24
06:00;1;17;3;11;5;400;24
07:00;1;20;3;12;10;530;34
08:00;1;25;3;24;12;530;42
09:00;1;23;4;18;10;490;37
10:00;0.8;14;4;9;7;400;24
11:00;0.7;12;3;7;7;360;21
12:00;0.4;21;4;7;9;370;33
13:00;0.4;26;5;8;10;470;41
14:00;0.9;27;5;7;8;510;38
15:00;0.8;28;6;7;9;540;41
16:00;0.7;27;4;7;7;520;38
17:00;0.6;26;4;7;5;520;33
18:00;0.5;17;4;13;5;440;24
19:00;0.4;11;3;7;2;340;14
20:00;0.4;11;4;10;2;390;13
21:00;0.4;10;4;14;2;360;12
22:00;0.4;6;3;17;1;280;7
23:00;0.4;4;3;15;1;250;4
