CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.4;17;3;49;28;2;450;20
01:00;2;12;3;48;28;2;270;14
02:00;1.7;19;2;45;25;9;460;33
03:00;1.9;14;2;36;19;5;440;21
04:00;1.3;14;2;35;19;5;400;21
05:00;1.3;12;1;37;19;9;400;26
06:00;1.6;12;2;39;19;18;430;40
07:00;1.5;18;2;43;21;40;600;79
08:00;2;27;2;49;25;52;700;106
09:00;2.3;49;2;64;21;40;550;109
10:00;2;50;4;38;9;24;;87
11:00;1.4;33;3;36;8;9;170;46
12:00;1.2;26;2;56;11;5;280;33
13:00;1;21;6;30;7;3;180;27
14:00;1;25;12;20;5;6;220;34
15:00;1;28;14;16;3;10;190;42
16:00;1;30;14;18;4;7;170;41
17:00;1.1;25;5;19;4;8;280;37
18:00;0.8;34;6;21;5;10;240;50
19:00;1.3;42;6;24;8;9;370;56
20:00;2.6;68;6;48;20;14;670;89
21:00;5.9;39;7;;;8;1080;51
22:00;8.2;32;8;;;4;1070;38
23:00;8.3;38;4;56;31;7;520;49
