CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;3;18;8;1;340;32
01:00;25;2;20;11;2;390;28
02:00;39;2;55;36;5;570;45
03:00;28;1;60;42;3;530;32
04:00;21;2;56;41;2;490;23
05:00;18;1;36;23;2;410;20
06:00;16;2;33;21;4;370;21
07:00;35;3;54;35;14;520;55
08:00;28;3;47;31;8;390;39
09:00;25;3;34;19;6;280;34
10:00;19;4;24;9;4;280;23
11:00;11;5;18;5;2;210;14
12:00;7;3;15;5;1;140;8
13:00;9;3;15;5;1;170;10
14:00;9;2;28;7;1;200;10
15:00;15;2;12;5;2;200;18
16:00;14;3;8;5;2;220;17
17:00;17;4;9;5;3;190;21
18:00;16;5;12;5;2;250;19
19:00;14;7;17;5;1;260;15
20:00;12;4;15;5;0;240;13
21:00;17;3;20;6;1;280;18
22:00;14;4;18;10;1;330;15
23:00;15;3;16;6;1;290;16
