CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;50;3;5;590;57
01:00;3.7;43;3;5;620;51
02:00;6.8;33;2;36;660;88
03:00;2.6;26;3;14;470;47
04:00;2.1;24;2;15;420;47
05:00;1;28;3;48;640;101
06:00;2.1;41;3;48;810;113
07:00;2.1;51;4;55;990;134
08:00;2.6;58;6;56;1120;143
09:00;2.6;53;4;26;810;93
10:00;1.6;38;22;13;540;58
11:00;3;19;23;5;300;27
12:00;0.2;17;23;4;250;23
13:00;0.5;14;15;2;250;18
14:00;0;9;5;1;;12
15:00;0;9;4;2;290;11
16:00;0;13;12;2;330;16
17:00;0;8;6;3;290;12
18:00;0;8;4;1;310;10
19:00;0;12;7;1;340;14
20:00;0;30;6;4;470;36
21:00;1;63;5;15;680;84
22:00;1;72;5;65;1030;172
23:00;2.1;59;4;15;690;82
