CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;21;4;33;2;270;22
01:00;0;29;4;29;6;330;37
02:00;1.1;29;4;35;13;390;48
03:00;1.1;27;3;35;9;420;40
04:00;1.1;24;4;37;8;430;36
05:00;1.1;26;4;24;16;460;50
06:00;1.1;42;4;33;33;590;91
07:00;1.1;38;4;50;22;630;71
08:00;1.9;40;5;66;29;760;83
09:00;2.2;36;6;65;19;690;65
10:00;2.2;38;5;44;21;690;70
11:00;2.2;38;6;63;22;700;72
12:00;3;39;7;49;20;780;69
13:00;3;36;8;53;11;660;52
14:00;1.9;31;8;61;8;480;43
15:00;0.8;19;7;28;5;400;26
16:00;0;16;6;39;2;430;19
17:00;0;30;17;44;3;650;33
18:00;0.8;30;18;32;2;660;33
19:00;0.8;23;12;37;3;540;27
20:00;0;22;11;36;2;440;25
21:00;0;42;8;49;7;590;52
22:00;0.8;31;7;43;12;;49
23:00;1.1;36;5;55;10;490;51
