CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17.1;21;14;386;316;129;3850;218
01:00;6.8;30;5;165;130;54;1560;111
02:00;6.8;28;4;152;120;55;1590;111
03:00;6.8;24;5;176;142;64;1900;122
04:00;6.8;26;6;171;138;66;1730;125
05:00;7;23;6;178;145;79;2020;143
06:00;7.1;24;8;183;151;86;2030;154
07:00;7.5;25;7;179;148;106;2080;187
08:00;7.7;24;6;178;148;120;2090;206
09:00;7.8;29;11;196;163;157;2400;268
10:00;8.6;36;14;227;188;127;2680;229
11:00;9.6;48;17;244;180;108;2330;213
12:00;10.7;39;15;161;118;34;1430;91
13:00;10.4;33;14;127;95;17;1110;59
14:00;8.6;28;12;107;81;10;870;42
15:00;7.2;35;12;109;78;15;890;58
16:00;6.5;52;12;124;85;75;1480;166
17:00;6.2;53;10;153;116;78;1490;171
18:00;6.5;41;7;217;170;82;1900;166
19:00;8.2;;;340;268;;;
20:00;10.6;34;12;303;238;146;3030;255
21:00;12.7;29;13;334;265;148;3420;255
22:00;14.8;28;16;412;334;148;3800;253
23:00;16.3;23;14;361;292;151;3650;252
