CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;49;24;590
01:00;2;54;27;550
02:00;2;31;16;280
03:00;2;36;18;290
04:00;2;34;16;250
05:00;2;28;13;190
06:00;2;28;13;210
07:00;2;57;32;430
08:00;4;47;22;500
09:00;4;45;20;
10:00;5;46;16;380
11:00;8;25;5;210
12:00;7;16;3;180
13:00;5;11;3;160
14:00;5;10;3;140
15:00;4;9;3;140
16:00;6;11;3;160
17:00;4;19;5;140
18:00;4;12;3;130
19:00;3;12;3;160
20:00;2;16;3;160
21:00;2;36;13;270
22:00;2;43;17;290
23:00;2;46;23;320
