CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;22;4;27;17;5;410;29
01:00;1.4;33;5;42;26;8;710;45
02:00;2.1;21;2;29;19;32;640;70
03:00;1.2;17;3;27;18;26;510;57
04:00;1.4;17;2;27;17;28;500;60
05:00;1.4;13;2;24;16;26;440;53
06:00;1.4;9;2;24;15;26;400;49
07:00;1.3;20;3;36;22;57;510;106
08:00;1.2;31;2;27;14;26;450;70
09:00;1.2;31;2;23;11;17;400;57
10:00;1.2;33;3;23;10;16;400;57
11:00;0.9;28;2;20;9;11;340;45
12:00;0.9;20;2;13;7;8;260;31
13:00;0.9;22;2;12;6;8;230;34
14:00;0.9;14;2;11;5;5;210;21
15:00;0.9;10;2;10;5;4;200;16
16:00;0.9;10;1;9;5;4;190;15
17:00;0.9;9;1;8;5;3;190;14
18:00;0.9;8;2;9;5;3;200;13
19:00;0.9;10;2;11;6;3;230;14
20:00;1.6;13;2;16;9;3;260;18
21:00;1.5;39;18;59;27;4;660;46
22:00;1.5;33;20;45;24;4;650;39
23:00;1.4;17;7;22;14;3;320;22
