CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;24;17;84;59;4;710;30
01:00;29;9;325;231;149;3940;256
02:00;25;9;372;226;130;3730;224
03:00;30;10;205;154;91;2900;169
04:00;32;13;172;131;85;2720;161
05:00;33;16;143;112;49;2150;108
06:00;28;9;143;111;71;2320;136
07:00;43;14;138;107;121;;228
08:00;46;14;151;115;161;2810;291
09:00;51;15;162;119;184;2850;332
10:00;54;14;179;126;186;2950;339
11:00;51;12;125;92;127;1970;245
12:00;27;7;30;21;10;390;43
13:00;26;6;28;19;10;380;41
14:00;31;5;28;18;14;430;52
15:00;31;4;27;18;8;410;44
16:00;36;4;32;21;7;500;47
17:00;40;4;61;43;24;670;76
18:00;42;4;59;42;16;620;67
19:00;39;6;71;54;4;630;46
20:00;;;62;45;;;
21:00;29;8;67;47;4;700;35
22:00;21;8;62;45;2;560;25
23:00;23;12;74;55;4;660;29
