CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.9;23;10;32;5;510;30
01:00;0.8;20;18;18;3;320;25
02:00;0.8;14;12;18;2;320;16
03:00;0.8;14;10;11;3;340;19
04:00;0.8;13;7;14;3;350;17
05:00;0.8;17;3;12;5;530;23
06:00;0.8;30;7;16;17;540;56
07:00;1.4;37;3;16;25;680;74
08:00;1.8;37;3;10;19;670;65
09:00;1.4;38;5;16;22;620;72
10:00;1.9;38;7;30;26;700;78
11:00;2.9;20;4;26;13;460;39
12:00;1.3;21;2;20;14;430;42
13:00;1.3;28;2;21;15;500;51
14:00;1.4;30;5;20;15;650;53
15:00;1.9;36;6;23;21;690;68
16:00;1.9;37;5;20;18;730;64
17:00;2.1;45;7;35;24;;82
18:00;2.7;43;10;20;17;650;69
19:00;1.9;31;6;22;13;600;50
20:00;1.9;41;6;38;14;620;62
21:00;1.9;42;8;32;12;630;60
22:00;1.9;33;7;29;11;580;49
23:00;1.9;29;9;19;11;680;46
