CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;8;6;6;1;320;10
01:00;0.8;13;18;33;2;270;15
02:00;0.8;12;17;22;1;290;13
03:00;0.8;8;14;10;0;260;8
04:00;0.8;8;14;5;0;;7
05:00;0.8;11;17;8;0;240;11
06:00;0.8;18;20;5;2;310;21
07:00;0.8;18;16;12;4;350;24
08:00;0.8;17;19;12;2;480;21
09:00;0.8;15;13;9;4;410;19
10:00;0.8;13;12;14;6;400;21
11:00;0.8;14;12;10;7;470;25
12:00;0.8;20;16;15;11;590;36
13:00;0.8;17;13;18;8;560;29
14:00;0.8;15;11;10;5;460;22
15:00;0.8;17;8;8;5;460;24
16:00;0.8;19;9;6;6;530;28
17:00;0.8;15;9;6;4;510;21
18:00;0.8;15;9;6;3;390;19
19:00;0.8;;;7;;;
20:00;0.8;14;6;6;4;460;20
21:00;0.8;13;7;8;3;500;17
22:00;0.8;12;7;8;3;380;17
23:00;0.8;10;5;9;3;430;15
