CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3;15;18;50;36;0;480;15
01:00;12.4;57;34;178;128;1;1410;58
02:00;10.8;40;28;160;117;0;1390;40
03:00;8.2;34;26;149;111;0;1280;34
04:00;8;38;21;151;113;0;1330;38
05:00;8.8;49;16;158;117;5;1460;56
06:00;8.4;54;17;158;120;14;1600;75
07:00;9.8;72;15;173;131;45;1960;141
08:00;9.9;77;15;181;136;69;2100;182
09:00;11.8;79;16;203;152;89;;215
10:00;10.7;64;24;186;133;36;1290;119
11:00;13.7;54;32;177;119;20;960;83
12:00;9.2;42;35;146;106;9;570;56
13:00;7.3;46;34;148;100;9;430;61
14:00;7.1;44;33;127;86;7;420;55
15:00;5.6;29;26;91;68;2;460;32
16:00;4.9;29;18;79;59;1;440;30
17:00;4.1;29;15;99;74;0;480;29
18:00;5.7;28;14;101;76;0;460;28
19:00;5.5;26;14;87;65;0;460;26
20:00;4.5;22;13;76;58;0;450;22
21:00;3.8;22;13;65;47;0;480;22
22:00;3.9;23;29;66;44;0;520;23
23:00;3.6;19;27;61;42;0;510;19
