CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;19;2;17;13;2;320;21
01:00;0.4;11;1;19;14;2;290;14
02:00;0.4;12;4;24;18;2;430;14
03:00;0.4;12;2;22;18;2;340;14
04:00;0.4;6;1;18;15;1;230;7
05:00;0.4;6;1;16;14;1;220;8
06:00;0.4;10;1;16;14;2;240;12
07:00;0.4;13;1;18;15;2;230;15
08:00;0.4;12;2;17;15;2;220;14
09:00;0.4;12;1;15;13;2;240;14
10:00;0.4;12;2;16;14;3;240;15
11:00;0.4;9;3;16;12;2;400;12
12:00;0.4;7;3;11;10;2;250;9
13:00;0.4;9;3;11;9;3;240;12
14:00;0.4;7;2;10;9;2;240;10
15:00;0.4;9;2;9;8;3;240;13
16:00;0.4;7;3;11;9;2;280;9
17:00;0.4;8;4;13;10;2;300;11
18:00;0.4;8;2;10;7;2;220;10
19:00;0.4;16;2;15;11;3;290;21
20:00;0.4;11;1;15;12;2;270;13
21:00;0.4;11;2;15;11;1;260;12
22:00;0.4;27;3;16;12;4;420;33
23:00;0.4;30;2;20;14;6;500;38
