CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;19;117;42;5;860;47
01:00;29;21;106;39;5;830;36
02:00;43;4;78;37;8;490;55
03:00;40;3;64;32;7;550;51
04:00;36;2;67;33;9;540;49
05:00;29;2;70;37;12;570;47
06:00;34;3;65;36;35;590;88
07:00;35;2;67;33;72;670;144
08:00;49;3;97;35;84;820;177
09:00;60;11;206;47;57;780;147
10:00;49;12;140;57;22;680;82
11:00;42;14;71;37;12;;59
12:00;50;14;53;20;13;380;69
13:00;39;15;37;15;9;290;53
14:00;40;23;30;12;10;280;55
15:00;28;16;39;12;7;280;39
16:00;30;25;50;16;5;370;37
17:00;23;22;42;21;5;290;30
18:00;19;19;34;15;4;200;25
19:00;29;23;57;17;4;350;35
20:00;32;12;55;22;5;290;39
21:00;35;16;68;26;5;450;42
22:00;20;10;38;17;4;220;26
23:00;58;22;117;25;6;1010;66
