CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;4;20;5;440
01:00;3;14;5;350
02:00;2;19;13;250
03:00;2;22;15;250
04:00;2;20;14;250
05:00;2;18;12;260
06:00;2;18;10;280
07:00;3;20;11;340
08:00;3;42;20;470
09:00;;78;33;610
10:00;15;49;20;440
11:00;6;42;17;320
12:00;6;31;10;320
13:00;4;17;5;240
14:00;4;17;5;230
15:00;4;13;5;220
16:00;4;18;5;280
17:00;8;28;5;350
18:00;12;40;16;420
19:00;10;30;9;390
20:00;19;68;27;730
21:00;9;46;16;530
22:00;8;33;8;
23:00;4;28;7;730
