CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;4;65;37;18;740;78
01:00;46;5;61;35;18;760;73
02:00;17;3;17;6;1;290;19
03:00;22;2;22;11;3;280;28
04:00;34;2;17;7;5;270;43
05:00;40;2;30;16;8;360;53
06:00;40;4;56;31;33;710;90
07:00;43;5;64;36;56;920;129
08:00;45;4;63;35;56;890;133
09:00;27;6;43;17;15;490;50
10:00;27;15;67;32;9;780;41
11:00;7;5;12;4;1;250;10
12:00;10;4;10;3;2;240;14
13:00;5;3;12;7;0;210;6
14:00;6;2;11;4;0;270;7
15:00;6;2;9;3;0;220;7
16:00;9;3;9;3;1;220;12
17:00;5;3;8;3;0;190;5
18:00;8;2;10;3;0;190;9
19:00;7;2;12;3;0;200;7
20:00;10;3;15;4;0;;10
21:00;29;9;53;16;0;410;30
22:00;55;7;74;22;13;500;75
23:00;65;5;81;32;52;1020;146
