CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;20;5;41;3;680;21
01:00;0.9;32;5;49;3;840;35
02:00;0.4;19;3;26;4;610;25
03:00;0.2;18;2;23;4;620;25
04:00;0;19;2;30;11;;36
05:00;0.4;24;3;18;19;620;54
06:00;1;29;4;48;35;730;83
07:00;2;43;5;55;21;650;70
08:00;0.8;32;6;39;9;620;43
09:00;2;19;6;64;7;490;24
10:00;0.2;16;11;51;5;560;22
11:00;0;29;29;29;11;570;43
12:00;0;30;32;35;11;540;43
13:00;0;25;27;29;5;360;32
14:00;0;27;19;39;12;510;44
15:00;0;27;15;20;4;450;34
16:00;0;29;9;26;7;480;37
17:00;0;;;23;;;
18:00;0;22;15;27;1;470;23
19:00;0;16;10;41;8;480;27
20:00;0;14;7;52;5;560;18
21:00;0;23;6;37;7;600;32
22:00;0;21;7;44;4;660;25
23:00;0.4;19;5;49;4;590;24
