CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.6;12;4;48;38;0;440;12
01:00;0.6;27;17;42;34;2;710;30
02:00;0.9;25;19;70;58;2;780;27
03:00;0.9;26;22;95;73;2;920;28
04:00;1;21;16;125;79;1;850;23
05:00;1;20;16;155;91;1;830;22
06:00;1.1;33;17;151;85;2;900;36
07:00;1.2;55;18;137;76;7;990;67
08:00;1.3;59;21;109;70;24;1130;94
09:00;1.6;60;21;97;78;42;1310;124
10:00;1.5;46;24;104;71;24;1250;84
11:00;1.4;33;26;70;46;12;1050;51
12:00;1.2;30;27;69;45;8;820;41
13:00;1;17;21;57;40;2;700;21
14:00;0.9;12;19;38;27;2;500;14
15:00;0.8;8;8;34;26;1;460;9
16:00;0.6;7;5;29;22;1;420;8
17:00;0.6;7;4;26;20;0;420;8
18:00;0.6;9;4;27;19;0;420;9
19:00;0.6;11;4;33;24;0;440;12
20:00;0.6;15;5;38;29;0;490;15
21:00;0.6;12;5;36;28;0;460;13
22:00;0.6;10;5;36;27;0;460;11
23:00;0.6;9;5;35;28;0;450;9
