CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.65529;5.97186;8.24004;9.63203;5.48531;0.917325;298.862;453.417;7.37684
01:00;0.80271;11.2018;6.64626;11.2057;9.79847;1.7727;349.643;429.889;13.919
02:00;0.7128;8.35935;6.84206;8.56706;8.16222;1.33429;363.503;405.567;10.4023
03:00;0.59778;10.972;7.43096;5.68631;5.43767;1.29796;320.955;389.811;12.974
04:00;0.5184;12.7505;8.22157;5.40253;5.09972;1.68306;315.699;371.956;15.329
05:00;0.44955;14.3852;7.22333;3.89528;3.59822;1.76645;289.606;356.168;17.0985
06:00;0.41877;33.5465;9.41339;4.37485;4.04953;9.13025;328.556;346.802;47.5554
07:00;0.42606;49.923;9.62324;5.56266;5.02642;19.8999;447.325;352.705;80.4515
08:00;0.46575;55.4361;6.65438;9.65839;6.05133;28.2699;503.73;364.877;98.8009
09:00;0.45765;36.5333;7.82848;17.0238;6.81103;16.1135;339.394;363.596;61.2486
10:00;0.37341;28.294;12.7192;14.8343;6.13456;11.5215;297.852;355.39;45.9685
11:00;0.34992;24.6135;11.5008;13.7329;5.64125;9.71956;303.671;353.229;39.5275
12:00;0.32238;27.6117;8.4521;16.0639;5.72253;10.7396;305.654;351.974;44.1002
13:00;0.31104;22.1794;7.98734;13.6161;5.23;10.5376;289.335;351.94;38.3512
14:00;0.30213;21.2862;5.43152;12.6251;4.67292;9.42379;304.033;348.874;35.7453
15:00;0.30132;24.2024;4.89657;11.7482;4.64919;11.5364;327.987;333.957;41.9048
16:00;0.30051;22.8515;5.37019;14.7588;6.09178;6.26375;317.981;310.738;32.4555
17:00;0.37503;43.7624;5.02144;30.5527;13.1715;15.5155;445.635;324.019;67.5782
18:00;0.56376;73.9503;8.45653;92.8525;41.2357;33.5281;647.365;367.708;125.385
19:00;0.79866;38.1202;9.48211;60.4883;35.3358;9.12506;542.489;397.56;52.1087
20:00;0.90072;35.702;8.45801;40.1372;23.9696;7.49797;486.168;420.124;47.1881
21:00;0.95985;34.3495;9.51906;32.6922;22.7055;8.90194;527.428;449.886;48.0103
22:00;0.88047;15.3348;9.50945;18.5868;10.6809;3.60815;365.587;457.58;20.8711
23:00;0.7533;8.31728;8.74618;17.5018;7.41283;1.68936;313.8;455.807;10.9054
