CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.8;41;41;70;59;4;560;45
01:00;11;62;64;187;161;16;1400;85
02:00;10.7;57;57;169;145;8;1300;68
03:00;9.5;57;66;171;147;9;;70
04:00;10;54;61;171;147;10;1400;69
05:00;9.4;51;64;168;144;9;1370;64
06:00;9.4;57;63;169;144;19;1490;86
07:00;8.9;65;60;162;138;44;1670;131
08:00;9.3;70;59;149;124;75;1850;184
09:00;7.8;65;63;138;112;63;1790;160
10:00;7.8;66;61;141;114;70;1750;174
11:00;7.7;69;58;125;102;60;1560;160
12:00;7;62;59;125;102;37;1340;117
13:00;6.6;59;63;104;82;35;1340;113
14:00;5.3;66;57;98;78;38;1210;123
15:00;7.4;79;58;128;104;47;1360;150
16:00;8.2;86;52;121;97;41;1380;147
17:00;7.2;88;43;105;82;49;1290;161
18:00;7;92;44;105;80;49;1310;165
19:00;7.5;90;48;114;90;44;1470;156
20:00;8.8;85;57;123;100;37;1330;142
21:00;7.8;73;64;111;92;15;1150;94
22:00;7;60;69;107;91;8;1010;70
23:00;6;52;56;92;78;8;760;62
