CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;18;146;110;24;1400;94
01:00;46;4;109;87;33;1260;96
02:00;38;4;109;88;25;1230;76
03:00;34;4;145;117;28;1310;76
04:00;30;5;68;52;12;820;47
05:00;20;5;39;29;2;560;22
06:00;50;6;95;73;44;1320;116
07:00;50;6;79;56;61;1190;142
08:00;43;8;90;66;41;1090;105
09:00;39;20;76;44;17;840;65
10:00;20;24;38;19;7;540;30
11:00;12;17;27;12;2;350;14
12:00;13;17;23;10;3;310;17
13:00;13;18;18;8;2;290;17
14:00;15;18;24;9;3;360;20
15:00;15;12;18;7;4;300;21
16:00;12;10;17;8;2;290;14
17:00;9;5;16;9;0;290;10
18:00;26;5;36;17;6;370;34
19:00;75;6;109;35;67;1250;177
20:00;82;9;146;74;76;1270;199
21:00;74;5;153;79;65;1170;173
22:00;82;10;151;96;91;1480;221
23:00;71;24;141;105;32;1450;119
