CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;9;100;70;32;1040;82
01:00;33;13;422;268;201;3400;341
02:00;31;13;461;266;168;;288
03:00;29;11;427;242;140;2910;243
04:00;30;11;312;204;94;2300;173
05:00;26;10;225;157;60;1760;117
06:00;24;9;212;139;64;1650;122
07:00;26;9;153;115;78;1530;146
08:00;34;13;147;116;125;1900;225
09:00;44;16;153;121;158;2130;287
10:00;50;15;170;132;143;1920;269
11:00;60;13;166;128;143;2000;279
12:00;72;14;183;131;135;2070;278
13:00;72;15;169;121;110;1660;240
14:00;60;24;147;101;54;1620;141
15:00;51;33;149;96;23;1790;86
16:00;76;16;158;104;269;3020;486
17:00;71;12;162;115;290;2550;515
18:00;60;12;195;143;283;2960;492
19:00;61;11;204;151;311;3490;536
20:00;51;11;147;109;172;2390;314
21:00;44;12;100;70;23;910;79
22:00;43;11;128;94;165;2190;295
23:00;36;9;129;96;107;2000;200
