CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;50;6;64;25;800;88
01:00;2;40;5;65;20;690;71
02:00;2.1;26;4;44;2;660;28
03:00;1.6;26;5;39;9;640;41
04:00;2.6;23;3;61;5;610;30
05:00;3.8;20;3;42;7;;31
06:00;2;14;3;36;9;450;29
07:00;1.6;36;4;34;30;590;83
08:00;5;34;3;73;12;1080;53
09:00;2.8;33;4;86;14;800;54
10:00;5.4;43;10;73;18;1250;71
11:00;9;12;16;67;2;420;16
12:00;0.7;8;9;39;1;350;9
13:00;0.4;7;8;22;1;310;9
14:00;0.4;9;7;22;1;390;11
15:00;0.7;9;8;25;1;420;12
16:00;0.8;10;7;26;1;380;12
17:00;0.7;11;8;23;1;430;13
18:00;0.8;13;10;27;1;620;15
19:00;1;13;8;34;1;390;15
20:00;0.8;14;7;40;1;380;15
21:00;0.4;62;7;32;18;720;89
22:00;2.1;74;7;54;33;1070;124
23:00;3.6;63;6;63;26;930;104
