CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.9;14;1;47;23;36;510;69
01:00;2.3;12;3;38;18;2;270;14
02:00;1.9;15;2;38;20;3;300;19
03:00;1.3;25;1;42;23;4;240;31
04:00;1.4;14;2;40;22;2;330;16
05:00;1.2;13;1;40;22;2;250;15
06:00;1;21;2;42;24;6;300;30
07:00;1.1;19;2;53;30;5;260;26
08:00;1.7;32;3;75;45;21;440;64
09:00;3.4;74;3;76;25;61;;167
10:00;3;67;3;79;24;48;730;139
11:00;3;66;3;48;22;29;790;108
12:00;2.7;40;3;38;22;10;540;56
13:00;1.7;35;2;28;17;12;420;52
14:00;1.3;50;3;24;13;21;520;81
15:00;1.4;44;2;30;18;14;540;64
16:00;1.3;32;2;25;16;11;360;48
17:00;1.4;35;2;17;8;16;450;59
18:00;1.4;35;1;23;7;21;460;66
19:00;1.3;31;1;16;5;15;440;55
20:00;1.3;34;1;22;8;13;400;52
21:00;1.4;14;1;52;26;9;310;28
22:00;3.5;17;1;59;32;14;310;38
23:00;2;13;1;45;22;22;320;46
