CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;24;1;11;5;0;260;24
01:00;0.4;14;1;12;6;0;170;14
02:00;4.4;30;3;83;55;17;990;55
03:00;4;28;3;86;50;16;850;53
04:00;3.9;26;3;79;47;23;800;60
05:00;3.6;22;3;64;39;8;560;34
06:00;2.5;26;3;59;34;9;490;40
07:00;1.2;13;3;45;27;1;360;15
08:00;3.5;28;10;87;45;6;710;37
09:00;1.8;11;4;40;24;2;340;14
10:00;0.4;7;2;30;19;1;380;8
11:00;0.4;7;2;23;14;2;480;8
12:00;0.4;8;3;12;7;2;400;10
13:00;0.4;5;3;15;7;1;450;6
14:00;0.4;7;3;17;8;1;480;8
15:00;0.4;8;2;25;11;1;;10
16:00;0.4;24;1;25;12;5;550;31
17:00;0.4;21;1;21;8;5;460;27
18:00;0.4;23;2;21;11;3;380;26
19:00;1.3;30;1;27;14;4;630;36
20:00;0.4;30;1;22;11;3;470;34
21:00;0.4;32;2;23;11;3;430;37
22:00;0.4;34;1;17;8;4;420;40
23:00;0.4;28;2;10;4;1;240;31
